Address,AddrCoor,latitude,Longitude
700 block Rethke Ave.,"700 Rethke Ave, Madison, Wisconsin, 53714",43.107035544630826,-89.33554910401428
Regent St. at N. Park St.,"Regent St & N Park St, Madison, Wisconsin, 53715",43.067673000000006,-89.40088349999999
4700 Block of Hayes Road,"4700 Hayes Rd, Madison, Wisconsin, 53704",43.14207122785045,-89.30128988435003
6800 Block of Schroeder Road,"6800 Schroeder Rd, Madison, Wisconsin, 53711",43.0462674622015,-89.50033154832914
300 block N. Lake St.,"300 N Lake St, Madison, Wisconsin, 53715",43.072055999999996,-89.39753884775921
10 block North Bedford St.,"10 N Bedford St, Madison, Wisconsin, 53703",43.06888977327801,-89.39264630921583
1250 McKenna Blvd.,"1250 McKenna Blvd, Madison, Wisconsin, 53719",43.03898686283338,-89.5024763194367
501 State St.,"501 State St, Madison, Wisconsin, 53703",43.0747865106758,-89.39385041909516
10 block W. Mifflin St.,"10 E Mifflin St, Madison, Wisconsin, 53703",43.0757155455084,-89.38504075237447
7400 block Sawmill Rd.,"7400 Sawmill Rd, Madison, Wisconsin, 53717",43.07986556271406,-89.50974687058198
N. Fourth St.,"N 4th St, Madison, Wisconsin, 53704",43.09731060685814,-89.35582387461007
728 State St.,"728 State St, Madison, Wisconsin, 53706",43.07491546104766,-89.39850044892954
4680 Cottage Grove Rd.,"4680 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08434553101691,-89.3009126888741
2604 East Washington Ave.,"2604 E Washington Ave, Madison, Wisconsin, 53704",43.10088799668179,-89.34849683905568
W. Lakeview Ave.,"W Lakeview Ave, Madison, Wisconsin, 53716",43.07237757878023,-89.3201221227896
2200 block North Sherman Ave.,"2200 N Sherman Ave, Madison, Wisconsin, 53704",43.122551608224754,-89.36369096543544
E. Washington Ave.,"E Washington Ave, Madison, Wisconsin, 53718",43.14603175742423,-89.28533709741319
Kingsbridge Rd.,"Kingsbridge Rd, Madison, Wisconsin, 53714",43.086021261581784,-89.29061085686003
437 N. Frances St.,"437 N Frances St, Madison, Wisconsin, 53703",43.07363290756611,-89.39573814358711
500 block State St.,"500 State St, Madison, Wisconsin, 53703",43.074889404594536,-89.39345901648642
2701 Atwood Ave.,"2701 Atwood Ave, Madison, Wisconsin, 53704",43.093866532315886,-89.34467314071786
Thackeray Road,"Thackeray Rd, Madison, Wisconsin, 53704",43.132009555377586,-89.36013372951865
113 West Towne Mall,"113 West Towne Mall, Madison, Wisconsin, 53719",43.05997520851491,-89.50580684054741
5132 Voges Road,"5132 Voges Rd, Madison, Wisconsin, 53718",43.040672501729816,-89.29251064891217
Packers Ave./Darwin Rd.,"Packers Ave & Darwin Rd, Madison, Wisconsin, 53704",43.128927000000004,-89.355267
Darbo Dr./N. Marquette St.,"Darbo Dr & N Marquette St, Madison, Wisconsin, 53704",43.103538,-89.341452
600 block Braxton Place,"600 Braxton Pl, Madison, Wisconsin, 53715",43.06647110867543,-89.39806317390214
800 block of N Thompson Drive,"800 N Thompson Dr, Madison, Wisconsin, 53704",43.10869389257348,-89.29914705602519
118 S. Bedford Street,"118 S Bedford St, Madison, Wisconsin, 53703",43.067483812366646,-89.39068040120598
2920 N. Sherman Ave,"2920 N Sherman Ave, Madison, Wisconsin, 53704",43.12641136936474,-89.36364487294298
2100 block Sunnyside Crescent,"2100 Sunnyside Cres, Madison, Wisconsin, 53704",43.1269613397936,-89.31428681675673
Windigo Trail,"Windigo Trl, Madison, Wisconsin, 53711",43.04166014274421,-89.45570818605512
Radcliffe Drive,"Radcliffe Dr, Madison, Wisconsin, 53719",43.058828666335394,-89.51606888252171
1 Speedway Rd.,"1 Speedway Rd, Madison, Wisconsin, 53705",43.06756847550679,-89.42949606768835
3600 block Cross St.,"3600 Cross St, Madison, Wisconsin, 53711",43.053189199891555,-89.43821269989157
W. Doty St. at S. Broom St.,"W Doty St & S Broom St, Madison, Wisconsin, 53703",43.06987800000002,-89.38692449999999
317 State St.,"317 State St, Madison, Wisconsin, 53703",43.074746466818716,-89.39086208381903
1574 W Broadway Dr,"1574 W Broadway, Madison, Wisconsin, 53713",43.04719147936953,-89.342001
415 N Lake Street,"415 N Lake St, Madison, Wisconsin, 53715",43.074320607248126,-89.39734294070658
900 block S. Park St.,"900 N Park St, Madison, Wisconsin, 53706",43.07679826187106,-89.40060301807196
3762 East Washington Ave.,"3762 E Washington Ave, Madison, Wisconsin, 53704",43.11871988761598,-89.32194754665571
4225 East Towne Blvd.,"4225 East Towne Blvd, Madison, Wisconsin, 53704",43.12469050594396,-89.30975384537501
406 N. Frances St.,"406 N Frances St, Madison, Wisconsin, 53703",43.07355995337295,-89.39583756261165
1100 block Morraine View Dr.,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254752502807,-89.50635441385461
200 block S. Bassett St.,"200 N Bassett St, Madison, Wisconsin, 53703",43.07158391922191,-89.39273959030143
Bluejay Lane,"Bluejay Ln, Madison, Wisconsin, 53704",43.13421000000001,-89.35426799999999
4726 E. Washington Ave,"4726 E Washington Ave, Madison, Wisconsin, 53704",43.13245595117992,-89.30265252515986
Schroeder Rd.,"Schroeder Rd, Madison, Wisconsin, 53711",43.04630570310627,-89.4891900519889
1800 Axel Ave,"1800 Axel Ave, Madison, Wisconsin, 53711",43.0345746764496,-89.45005183541257
1980 Atwood Ave.,"1980 Atwood Ave, Madison, Wisconsin, 53704",43.092337566766574,-89.35515998309177
1100 block Jenifer St.,"1100 Jenifer St, Madison, Wisconsin, 53703",43.08142218030368,-89.36524457805183
50 block S. Gammon Rd.,"50 N Gammon Rd, Madison, Wisconsin, 53717",43.06894451488923,-89.5026273477872
2100 block of University Ave.,"2100 University Ave, Madison, Wisconsin, 53726",43.07278947281059,-89.42167925075645
3600 block Brigham Ave.,"3600 Brigham Ave, Madison, Wisconsin, 53714",43.11151421197879,-89.32546540092335
5400 Commercial Ave,"5400 Commercial Ave, Madison, Wisconsin, 53704",43.10666829164362,-89.28930528134055
2000 block Third Ave,"2000 3rd Ave, Madison, Wisconsin, 53713",43.04429529548153,-89.38965797407576
6300 block Alison Lane,"6300 Alison Ln, Madison, Wisconsin, 53711",43.04574694807748,-89.49017194087578
500 block W. Main St.,"500 E Main St, Madison, Wisconsin, 53703",43.07718364751762,-89.37847928469125
400 block W. Gilman St.,"400 W Gilman St, Madison, Wisconsin, 53703",43.074818656149866,-89.39347826805525
3400 block Graceland Ave.,"3400 Graceland Ave, Madison, Wisconsin, 53704",43.11573971610295,-89.33012187716241
West Side of Madison,"West Ln, Madison, Wisconsin, 53704",43.13756699999999,-89.36991450000001
1000 Chapel Hill Rd,"1000 Chapel Hill Rd, Madison, Wisconsin, 53711",43.043769000000005,-89.49397834804371
1000 block Chapel Hill Rd.,"1000 Chapel Hill Rd, Madison, Wisconsin, 53711",43.043769000000005,-89.49397834804371
4692 Cottage Grove Rd.,"4692 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08434553101691,-89.3009126888741
100 block State St.,"100 State St, Madison, Wisconsin, 53703",43.074733493219334,-89.3870235
718 Ruskin St.,"718 Ruskin St, Madison, Wisconsin, 53704",43.107940547636666,-89.36127917078245
400 block W. Main St.,"400 E Main St, Madison, Wisconsin, 53703",43.07664288158689,-89.37922814510625
2000 block Northport Dr.,"2000 Northport Dr, Madison, Wisconsin, 53704",43.12876932698855,-89.35775872978141
Hawthorne Court,"Hawthorne Ct, Madison, Wisconsin, 53715",43.073820000000005,-89.3966265
4700 block Cottage Grove Rd.,"4700 Cottage Grove Rd, Madison, Wisconsin, 53716",43.084399047865666,-89.30047219441074
4700 Cottage Grove Rd,"4700 Cottage Grove Rd, Madison, Wisconsin, 53716",43.084399047865666,-89.30047219441074
2500 block Calypso Rd,"2500 Calypso Rd, Madison, Wisconsin, 53704",43.12525503136362,-89.36605909204201
Starling Lane,"Starling Ln, Madison, Wisconsin, 53704",43.133755695073184,-89.35091047962999
W. Mifflin St.,"W Mifflin St, Madison, Wisconsin, 53703",43.07510174705933,-89.38580741286144
1000 block McKenna Blvd.,"1000 McKenna Blvd, Madison, Wisconsin, 53719",43.04394474217731,-89.50381311740533
1000 block Spaight St.,"1000 Spaight St, Madison, Wisconsin, 53703",43.07947806734678,-89.3661858962251
Margaret Street,"Margaret St, Madison, Wisconsin, 53714",43.08942351632834,-89.31944862841885
Appleton Rd./Fish Hatchery Rd.,"Appleton Rd & Fish Hatchery Rd, Madison, Wisconsin, 53715",43.051788000000016,-89.39911049999999
300 Block West Mifflin Street,"300 W Mifflin St, Madison, Wisconsin, 53703",43.0734246286964,-89.38836188325529
4400 Block East Buckeye Road,"4400 E Buckeye Rd, Madison, Wisconsin, 53718",43.07475948393596,-89.2777563027037
2000 block Cameron Dr.,"2000 Cameron Dr, Madison, Wisconsin, 53711",43.031792313443,-89.48317490172454
2500 Block Calypso Road,"2500 Calypso Rd, Madison, Wisconsin, 53704",43.12525503136362,-89.36605909204201
Morrow Court,"Morrow Ct, Madison, Wisconsin, 53704",43.141868999999986,-89.39026799999999
4407 Cottage Grove Rd.,"4407 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08405952063049,-89.30656027837729
500 block Northport Dr.,"500 Northport Dr, Madison, Wisconsin, 53704",43.14077127058236,-89.39030766933891
Marion St.,"Marion St, Madison, Wisconsin, 53703",43.071425999999995,-89.3946915
1600 block Troy Drive,"1600 Troy Dr, Madison, Wisconsin, 53704",43.13367509014938,-89.36819251945838
453 S. Gammon Rd.,"453 S Gammon Rd, Madison, Wisconsin, 53719",43.05707932944776,-89.50274592238472
4601 Verona Road,"4601 Verona Rd, Madison, Wisconsin, 53711",43.034964916440785,-89.45449950372225
2500 block Calypso Rd.,"2500 Calypso Rd, Madison, Wisconsin, 53704",43.12525503136362,-89.36605909204201
Vilas Ave./Harrison St,"Vilas Ave & Harrison St, Madison, Wisconsin, 53711",43.062039,-89.414424
W. Gilman St.,"W Gilman St, Madison, Wisconsin, 53703",43.07562648882883,-89.39225754215735
N. Bassett St.,"N Bassett St, Madison, Wisconsin, 53703",43.07153273295423,-89.39255748666915
204 State St.,"204 State St, Madison, Wisconsin, 53703",43.07474052264969,-89.38828894310116
W. Lakelawn Place,"W Lakelawn Pl, Madison, Wisconsin, 53703",43.07660376319878,-89.39391102511587
430 Commerce Dr.,"430 Commerce Dr, Madison, Wisconsin, 53719",43.05969752221795,-89.52512418708511
East Springs Dr.,"E Springs Dr, Madison, Wisconsin, 53704",43.129426142815035,-89.29442344975404
4200 block Derek Rd.,"4200 Derek Rd, Madison, Wisconsin, 53704",43.134211759689386,-89.31340533834535
Trappers Trail,"Trappers Trl, Middleton, Wisconsin, 53562",43.0788011675291,-89.5559583515528
1574 W. Broadway #107,"1574 W Broadway, #107, Madison, Wisconsin, 53713",43.04719147936953,-89.342001
2000 block Browning Road,"2000 Browning Rd, Madison, Wisconsin, 53704",43.13112665615209,-89.35654071461725
322 W. Johnson Street,"322 W Johnson St, Madison, Wisconsin, 53703",43.0742481032374,-89.39075899339221
Upham St./North St.,"Upham St & North St, Madison, Wisconsin, 53704",43.104195000000004,-89.3508435
1800 Helene Pkwy,"1800 Helene Pkwy, Madison, Wisconsin, 53711",43.03497265186629,-89.45291134813371
3401 University Ave,"3401 University Ave, Madison, Wisconsin, 53705",43.07514953952926,-89.44593236081136
State St. at N. Fairchild St.,"State St & N Fairchild St, Madison, Wisconsin, 53703",43.074702,-89.3880405
Downer Circle,"Downer Cir, Madison, Wisconsin, 53714",43.117105499999994,-89.31961799999999
111 N. Broom St.,"111 N Broom St, Madison, Wisconsin, 53703",43.07255442466375,-89.39040468884545
3762 East Washington Ave.,"3762 E Washington Ave, Madison, Wisconsin, 53704",43.11871988761598,-89.32194754665571
S. Thompson Dr.,"S Thompson Dr, Madison, Wisconsin, 53716",43.07313822238332,-89.28273569901971
Coolidge St.,"Coolidge St, Madison, Wisconsin, 53704",43.10921039526143,-89.34846752708323
E. Washington Ave.,"E Washington Ave, Madison, Wisconsin, 53718",43.14603175742423,-89.28533709741319
300 block N. Frances St.,"300 N Frances St, Madison, Wisconsin, 53703",43.07209724166213,-89.39590791961942
1250 McKenna Blvd.,"1250 McKenna Blvd, Madison, Wisconsin, 53719",43.03898686283338,-89.5024763194367
7000 block Tree Lane,"7000 Tree Ln, Madison, Wisconsin, 53717",43.06562269549399,-89.50341280325823
23 N. Pinckney St.,"23 N Pinckney St, Madison, Wisconsin, 53703",43.07610064475723,-89.38381140311056
1100 block Morraine View Dr.,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254752502807,-89.50635441385461
Milwaukee Road at Swanton Road,"Milwaukee St & Swanton Rd, Madison, Wisconsin, 53714",43.098848999999994,-89.3016135
Monroe St at West Lawn Ave,"Monroe St & W Lawn Ave, Madison, Wisconsin, 53711",43.059068999999994,-89.4260835
200 block N. Seventh St.,"200 N 7th St, Madison, Wisconsin, 53704",43.10098161572541,-89.35168687816677
100 block State St.,"100 State St, Madison, Wisconsin, 53703",43.074733493219334,-89.3870235
McKenna Blvd./Park Heights Ct.,"McKenna Blvd & Park Heights Ct, Madison, Wisconsin, 53711",43.03589400000001,-89.4970305
800 Block W. Badger Road,"800 W Badger Rd, Madison, Wisconsin, 53713",43.03857766770456,-89.39446092920953
2900 block Hoard St.,"2900 Hoard St, Madison, Wisconsin, 53704",43.105206902988634,-89.34299149683025
134 S. Fair Oaks Ave.,"134 S Fair Oaks Ave, Madison, Wisconsin, 53704",43.096500647267405,-89.33716083045735
400 block of East Bluff,"400 East Bluff, Madison, Wisconsin, 53704",43.13201130024062,-89.36358030024061
3401 University Ave,"3401 University Ave, Madison, Wisconsin, 53705",43.07514953952926,-89.44593236081136
4101 Commercial Ave.,"4101 Commercial Ave, Madison, Wisconsin, 53714",43.107561398551596,-89.31472789321322
102 W. Corporate Dr.,"102 W Corporate Dr, Madison, Wisconsin, 53714",43.09855200000001,-89.32161760762256
N. Livingston Street/E. Washington Ave,"N Livingston St & E Washington Ave, Madison, Wisconsin, 53703",43.081019999999995,-89.375103
N. Paterson St.,"N Paterson St, Madison, Wisconsin, 53703",43.08419781841247,-89.37590059121662
6205 Mineral Point Rd.,"6205 Mineral Point Rd, Madison, Wisconsin, 53705",43.060734468406196,-89.48744180682671
West Towne Mall,West Towne Mall,43.06016000000005,-89.50782999999996
105 W. Main St.,"105 W Main St, Madison, Wisconsin, 53703",43.07278835330952,-89.38443530890419
Univeristy Ave near Campus Dr,"Campus Dr, Madison, Wisconsin, 53715",43.072518220711245,-89.40818859524043
4500 Block of Cottage Grove Road,"4500 Cottage Grove Rd, Madison, Wisconsin, 53716",43.084315716670744,-89.30529813436586
6900 block Odana Rd.,"6900 Odana Rd, Madison, Wisconsin, 53719",43.05665089040335,-89.50132057916188
1400 block Theresa Terrace,"1400 Theresa Ter, Madison, Wisconsin, 53711",43.03805217145396,-89.48989384630529
30 E. Johnson St.,"30 E Johnson St, Madison, Wisconsin, 53703",43.07748864669047,-89.38618876770148
Mineral Point Rd.,"Mineral Point Rd, Madison, Wisconsin, 53719",43.06035121655957,-89.52916349364817
1574 W. Broadway,"1574 W Broadway, Madison, Wisconsin, 53713",43.04719147936953,-89.342001
614 E. Gorham St.,"614 E Gorham St, Madison, Wisconsin, 53703",43.08157149347914,-89.38213914077518
E. Dayton St.,"E Dayton St, Madison, Wisconsin, 53704",43.10206907603817,-89.34992075462974
6700 block Schroeder Rd.,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04632219116834,-89.49790114759956
2900 Union St.,"2900 Union St, Madison, Wisconsin, 53704",43.10078893617789,-89.3414804558161
3734 Speedway Road,"3734 Speedway Rd, Madison, Wisconsin, 53705",43.061490712187656,-89.43770795521928
East Towne Mall,East Towne Mall,43.125440000000026,-89.30646999999999
Pflaum Rd./Monona Dr.,"Pflaum Rd & Monona Dr, Madison, Wisconsin, 53716",43.06214700000001,-89.326152
State Street Area / Downtown Madison,"State St, Madison, Wisconsin, 53703",43.07481205247545,-89.39351643714112
2601 W. Beltline Hwy,"2601 W Beltline Hwy, Madison, Wisconsin, 53713",43.03491054227057,-89.42155191049682
1700 Windom Way,"1700 Windom Way, Madison, Wisconsin, 53704",43.12668329344469,-89.36350470655532
3700 block Packers Ave.,"3700 Packers Ave, Madison, Wisconsin, 53704",43.13355441905656,-89.35542974106045
East Washington Ave.,"E Washington Ave, Madison, Wisconsin, 53718",43.14603175742423,-89.28533709741319
4407 Cottage Grove Rd.,"4407 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08405952063049,-89.30656027837729
1700 Bl Schlimgen Ave,"1700 Schlimgen Ave, Madison, Wisconsin, 53704",43.11898282980924,-89.36361362445108
2701 Atwood Ave.,"2701 Atwood Ave, Madison, Wisconsin, 53704",43.093866532315886,-89.34467314071786
E. Mifflin St.,"E Mifflin St, Madison, Wisconsin, 53704",43.09968620903981,-89.35156546910277
500 block Riverside Dr.,"500 Riverside Dr, Madison, Wisconsin, 53704",43.08746710810235,-89.35638612754911
Mineral Point Rd.,"Mineral Point Rd, Madison, Wisconsin, 53719",43.06035121655957,-89.52916349364817
2700 Block of Dryden Drive,"2700 Dryden Dr, Madison, Wisconsin, 53704",43.12663267845451,-89.36004261620744
1100 block Moorland Rd.,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.0336902252148,-89.36669723577278
Ferris Ave.,"Ferris Ave, Madison, Wisconsin, 53716",43.08295478941575,-89.30137061229053
200 block N. Frances St.,"200 N Frances St, Madison, Wisconsin, 53703",43.07090928429157,-89.39595737543716
Linda Vista Rd.,"Linda Vista Rd, Madison, Wisconsin, 53716",43.06396236307436,-89.31359244034834
Brindley Circle,"Brindley Cir, Madison, Wisconsin, 53719",43.023442499999994,-89.50645349999999
Troy Drive,"Troy Dr, Madison, Wisconsin, 53704",43.13373745144295,-89.38375962459621
4512 E. Washington Ave.,"4512 E Washington Ave, Madison, Wisconsin, 53704",43.12870859403255,-89.30793685050996
2302 Atwood Ave.,"2302 Atwood Ave, Madison, Wisconsin, 53704",43.09347613572619,-89.34833756050551
3100 Webb Ave.,"3100 Webb Ave, Madison, Wisconsin, 53714",43.104686483424054,-89.33774146690747
900 block Spaight St.,"900 Spaight St, Madison, Wisconsin, 53703",43.07826322026963,-89.36795325100998
400 block W. Gilman St.,"400 W Gilman St, Madison, Wisconsin, 53703",43.074818656149866,-89.39347826805525
300 block S. Livingston St.,"300 N Livingston St, Madison, Wisconsin, 53703",43.083146368261275,-89.3781447860246
3100 block Pelham Rd.,"3100 Pelham Rd, Madison, Wisconsin, 53713",43.02943915536618,-89.42943836261692
30 Ash St.,"30 Ash St, Madison, Wisconsin, 53726",43.06903253647085,-89.4255690949266
1524 Williamson St.,"1524 Williamson St, Madison, Wisconsin, 53703",43.087835409111825,-89.35860330073852
600 block E. Washington Ave.,"600 W Washington Ave, Madison, Wisconsin, 53703",43.06885997231511,-89.39256017645219
4513 Milwaukee St.,"4513 Milwaukee St, Madison, Wisconsin, 53714",43.09873648788189,-89.30503125284207
200 Block W. Lakelawn Place,"200 Lakelawn Pl, Madison, Wisconsin, 53703",43.077207011894814,-89.39328956563867
5700 block Russett Rd.,"5700 Russett Rd, Madison, Wisconsin, 53711",43.033054184831876,-89.4770428486851
2222 S. Park St.,"2222 S Park St, Madison, Wisconsin, 53713",43.041473999999994,-89.39413759925536
Golden Hue Blvd.,"Golden Hue Blvd, Verona, Wisconsin, 53593",43.055535727404546,-89.54978921205091
4501 Verona Road,"4501 Verona Rd, Madison, Wisconsin, 53711",43.03564277710788,-89.45355634260507
S. Whitney Way at Schroeder Road,"Schroeder Rd, Madison, Wisconsin, 53711",43.04630570310627,-89.4891900519889
Dwight Dr.,"Dwight Dr, Madison, Wisconsin, 53704",43.127224498036846,-89.31220432475628
2733 E. Washington Ave,"2733 E Washington Ave, Madison, Wisconsin, 53704",43.102267421124374,-89.34622171558689
Sherman Terrace,"Sherman Terrace, Madison, Wisconsin",43.096730000000036,-89.36774999999994
3737 E. Washington Ave,"3737 E Washington Ave, Madison, Wisconsin, 53704",43.118129213947995,-89.32247375959409
3101 N Sherman Ave,"3101 N Sherman Ave, Madison, Wisconsin, 53704",43.13001600000001,-89.3634948529924
1110 N. Sherman Ave.,"1110 N Sherman Ave, Madison, Wisconsin, 53704",43.11239304443401,-89.36381962262621
Regent St.,"Regent St, Madison, Wisconsin, 53715",43.067655557242944,-89.39928298772887
Huxley St.,"Huxley St, Madison, Wisconsin, 53704",43.11835005753758,-89.35962709413117
4600 block Atticus Way,"4600 Atticus Way, Madison, Wisconsin, 53711",43.033711459597804,-89.45517262163314
N. Third St.,"N 3rd St, Madison, Wisconsin, 53704",43.0963465289332,-89.35802123736603
4198 Nakoosa Trail,"4198 Nakoosa Trl, Madison, Wisconsin, 53714",43.10968272811398,-89.31157391392966
500 block State St,"500 State St, Madison, Wisconsin, 53703",43.074889404594536,-89.39345901648642
Monica Lane,"Monica Ln, Madison, Wisconsin, 53704",43.14645816184443,-89.3758179377049
603 State St.,"603 State St, Madison, Wisconsin, 53703",43.07481846681873,-89.3959832514571
2100 block Luann Lane,"2100 Luann Ln, Madison, Wisconsin, 53713",43.03278586330489,-89.41656567583009
300 block E. Johnson St.,"300 W Johnson St, Madison, Wisconsin, 53715",43.072037565023145,-89.40223925401729
100 N. Hamilton St.,"100 N Hamilton St, Madison, Wisconsin, 53703",43.076989121011025,-89.38412997157924
3300 block East Washington Ave.,"3300 E Washington Ave, Madison, Wisconsin, 53704",43.11060942336546,-89.33421529098878
702 Pflaum Rd,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522
6000 block Odana Road,"6000 Odana Rd, Madison, Wisconsin, 53719",43.05283024903447,-89.48432046773276
700 block Troy Dr.,"700 Troy Dr, Madison, Wisconsin, 53704",43.13384652022056,-89.38720992937502
Cheyenne Circle,"Cheyenne Cir, Madison, Wisconsin, 53705",43.06392000000001,-89.46421649999999
King James Way,"King James Way, Madison, Wisconsin, 53719",43.0201000950837,-89.47532304415621
5500 Greenleaf Dr,"5500 Greenleaf Dr, Madison, Wisconsin, 53713",43.045844710197336,-89.36171098806265
1500 block Loftsgordon,"1500 Loftsgordon Ave, Madison, Wisconsin, 53704",43.11624627424136,-89.35769194905325
Nokomis Court,"Nokomis Ct, Madison, Wisconsin, 53711",43.043989500000016,-89.45413425
N. Stoughton Rd.,"N Stoughton Rd, Madison, Wisconsin, 53714",43.09852419753015,-89.31631864219557
4198 Nakoosa Trail,"4198 Nakoosa Trl, Madison, Wisconsin, 53714",43.10968272811398,-89.31157391392966
6400 block Bridge Rd.,"6400 Bridge Rd, Madison, Wisconsin, 53713",43.049398035291475,-89.33769532393536
3859 East Washington Ave.,"3859 E Washington Ave, Madison, Wisconsin, 53704",43.120937527584026,-89.31822693251227
1516 Greenway Cross,"1516 Greenway Cross, Madison, Wisconsin, 53713",43.03143447157923,-89.40802043782104
2300 Columbus Ln,"2300 Columbus Ln, Madison, Wisconsin, 53704",43.12904342109124,-89.30747746803827
4501 Hammersley Road,"4501 Hammersley Rd, Madison, Wisconsin, 53711",43.03896750952198,-89.45403227699232
1800 block of Browning Road,"1800 Browning Rd, Madison, Wisconsin, 53704",43.1311913217463,-89.36055865494484
Packers Ave.,"Packers Ave, Madison, Wisconsin, 53704",43.122182353376814,-89.35512059191721
2100 block of Luann Ln,"2100 Luann Ln, Madison, Wisconsin, 53713",43.03278586330489,-89.41656567583009
7000 block of Raymond Road,"7000 Raymond Rd, Madison, Wisconsin, 53719",43.031760172680244,-89.50204067268025
800 block Ondossagon Way,"800 Ondossagon Way, Madison, Wisconsin, 53719",43.04851075342576,-89.51702955516919
500 block W. Mifflin St.,"500 E Mifflin St, Madison, Wisconsin, 53703",43.07882984249351,-89.38070890905323
4301 Lien Rd.,"4301 Lien Rd, Madison, Wisconsin, 53704",43.12097850331915,-89.30672184387447
7501 Mineral Point Rd.,"7501 Mineral Point Rd, Madison, Wisconsin, 53717",43.06050050620375,-89.51319955536961
1800 block of Fisher Street,"1800 Fisher St, Madison, Wisconsin, 53713",43.047788185730816,-89.39155274679545
Reston Heights Dr.,"Reston Heights Dr, Madison, Wisconsin, 53718",43.09906361610325,-89.25824976596172
Winchester St.,"Winchester St, Madison, Wisconsin, 53704",43.12121352578217,-89.36161623247365
100 block East Washington Ave.,"100 E Washington Ave, Madison, Wisconsin, 53703",43.07553609083458,-89.38302470389354
100 block State St.,"100 State St, Madison, Wisconsin, 53703",43.074733493219334,-89.3870235
Rockwell Drive,"Rockwell Dr, Madison, Wisconsin, 53714",43.08782762002117,-89.31597758453631
2033 Londonderry Dr.,"2033 Londonderry Dr, Madison, Wisconsin, 53704",43.12998089229054,-89.35598438729886
201 W. Gorham St.,"201 W Gorham St, Madison, Wisconsin, 53703",43.0752674188067,-89.39097667011957
E. Gilman St.,"E Gilman St, Madison, Wisconsin, 53703",43.079181221353295,-89.38721437177762
Siggelkow Rd.,"Siggelkow Rd, Madison, Wisconsin, 53718",43.02595423341757,-89.29306614499298
1900 block N. Sherman Ave.,"1900 Sherman Ave, Madison, Wisconsin, 53704",43.0970609222978,-89.36818370445468
West Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.04643516224113,-89.47368100226728
East Towne Mall,East Towne Mall,43.125440000000026,-89.30646999999999
Atlas Ave.,"Atlas Ave, Madison, Wisconsin, 53714",43.08780530504289,-89.31100243326689
State St.,"State St, Madison, Wisconsin, 53706",43.074882,-89.39897995715891
W. Lakelawn Place,"W Lakelawn Pl, Madison, Wisconsin, 53703",43.07660376319878,-89.39391102511587
400 N. Segoe Rd,"400 N Segoe Rd, Madison, Wisconsin, 53705",43.07085978999463,-89.45501067354346
2002 Winnebago St.,"2002 Winnebago St, Madison, Wisconsin, 53704",43.092643441312156,-89.35472875232247
State St.,"State St, Madison, Wisconsin, 53706",43.074882,-89.39897995715891
415 N. Lake Street,"415 N Lake St, Madison, Wisconsin, 53715",43.074320607248126,-89.39734294070658
2929 E Washington Ave,"2929 E Washington Ave, Madison, Wisconsin, 53704",43.103322683565345,-89.34372953023842
4700 block Cottage Grove Rd.,"4700 Cottage Grove Rd, Madison, Wisconsin, 53716",43.084399047865666,-89.30047219441074
Williamson St.,"Williamson St, Madison, Wisconsin, 53703",43.08159265938293,-89.36667356294464
200 Langdon Street,"200 Langdon St, Madison, Wisconsin, 53703",43.07661721706373,-89.39272178132015
S. High Point Rd.,"S High Point Rd, Madison, Wisconsin, 53719",43.04590606653325,-89.5179312921608
1300 Manassas Trl,"1300 Manassas Trl, Madison, Wisconsin, 53718",43.08158083907698,-89.27568211753865
800 Vera Ct.,"800 Vera Ct, Madison, Wisconsin, 53704",43.13481210668389,-89.38433623800057
462 Commerce Drive,"462 Commerce Dr, Madison, Wisconsin, 53719",43.05625141326678,-89.52286959319584
2909 E. Washington Ave,"2909 E Washington Ave, Madison, Wisconsin, 53704",43.102965796237804,-89.34460155228254
Meadow Sweet Dr.,"Meadow Sweet Dr, Madison, Wisconsin, 53719",43.0403878778915,-89.513712
1400 block Wayridge Dr.,"1400 Wayridge Dr, Madison, Wisconsin, 53704",43.1176356542557,-89.30015235639215
Droster Rd.,"Droster Rd, Madison, Wisconsin, 53716",43.07835955446943,-89.28664927779329
7900 W. Oakbrook Cir,"7900 W Oakbrook Cir, Madison, Wisconsin, 53717",43.06645257298766,-89.5217667611172
400 block W. Washington Ave.,"400 E Washington Ave, Madison, Wisconsin, 53703",43.07753421059517,-89.38042281953658
2800 block International Lane,"2800 International Ln, Madison, Wisconsin, 53704",43.12671744968167,-89.34987869941605
6600 block Berkshire Rd.,"6600 Berkshire Rd, Madison, Wisconsin, 53711",43.045737190425356,-89.49397219042535
